Unnamed: 0,descricao,a,b,c,d,e,src
24," Em uma cidade, todo cientista é professor, e nenhum professor é atleta. Conclui-se, CORRETAMENTE, que, nessa cidade ", nenhum professor é cientista., nenhum cientista é atleta.,todo professor é cientista. ,todo cientista é atleta.,todo atleta é cientista.,/questoes-de-concursos/questoes/35194459-80
25," Se não é verdade que, se o carro é um Fiesta, então sua cor não é azul, é correto afirmar que  ",o carro é um Fiesta e sua cor é azul.,"ou o carro não é um Fiesta ou sua cor não é azul, nunca ambos. ","se o carro é azul, então ele não é um Fiesta.","ou o carro é um Fiesta ou o carro é azul, nunca ambos. ",o carro não é um Fiesta e sua cor não é azul.,/questoes-de-concursos/questoes/cfba89c2-7e
26," Considere a sentença: “Se João gosta de goiaba, então gosta de abacate.” Uma sentença logicamente equivalente à sentença dada é  ",“João não gosta de goiaba ou gosta de abacate”. ,"“Se João não gosta de goiaba, então não gosta de abacate.” ","“Se João gosta de abacate, então gosta de goiaba.” ",“João gosta de goiaba e não gosta de abacate.” ,“João gosta de goiaba ou gosta de abacate. ,/questoes-de-concursos/questoes/44f62690-7d
27," Considere a sentença: “Se pratico esportes, então fico feliz”. A negação lógica dessa sentença é  ","“Se não pratico esportes, então não fico feliz.” ","“Se não pratico esportes, então fico feliz.” ","“Se pratico esportes, então não fico feliz.” ",“Pratico esportes e não fico feliz.”,“Não pratico esportes e fico feliz.”,/questoes-de-concursos/questoes/66ebe040-7d
28, Considere a sentença: “Renato viajou e não telefonou para sua mãe”.       A negação lógica dessa sentença é                                                    ,“Renato viajou e telefonou para sua mãe.”,“Renato não viajou e não telefonou para sua mãe.” ,“Renato não viajou ou telefonou para sua mãe.” ,“Renato viajou ou não telefonou para sua mãe.” ,“Renato não viajou ou não telefonou para sua mãe.”,/questoes-de-concursos/questoes/a03ef89a-7d
29," Considere a seguinte proposição: “Se Luiza passar no concurso, então ela não irá morar em outra cidade”. Assinale a alternativa que apresenta a proposição composta equivalente.  ","“Se Luiza não passar no concurso, então ela não irá morar em outra cidade”.","“Se Luiza não passar no concurso, então ela irá morar em outra cidade”.",“Luiza passou no concurso e não foi morar em outra cidade”.,“Luiza passou no concurso ou não foi morar em outra cidade”.,"“Se Luiza for morar em outra cidade, então ela não passou no concurso”. ",/questoes-de-concursos/questoes/7c1f3c00-7d
30," Afirmar que “João joga futebol na sexta feira ou João joga futebol no sábado e no domingo” é equivalente a afirmar, por definição de equivalência de proposições, que ",“João joga futebol na sexta-feira ou no domingo e João joga futebol na sexta-feira ou no sábado”.,“João não joga futebol na sexta-feira ou no domingo e João joga futebol na sexta-feira ou no sábado”.,“João joga futebol na sexta-feira ou no domingo e João não joga futebol na sextafeira ou no sábado”.,"“João joga futebol na sexta-feira e no domingo se, e somente se, João joga futebol na sexta-feira ou no sábado”",“João nunca joga futebol na sexta-feira”.,/questoes-de-concursos/questoes/f328db82-7b
31,none,none,none,none,none,none,/questoes-de-concursos/questoes/314514b6-7a
32,none,none,none,none,none,none,/questoes-de-concursos/questoes/2438144d-78
33,none,none,none,none,none,none,/questoes-de-concursos/questoes/242ec655-78
34, A negação da proposição composta “Abel toma café ou Valter não toma chá” será dada por ,“Abel não toma café e Valter não toma chá”.,“Valter toma chá ou Abel não toma café”. ,“Abel não toma café e Valter toma chá”.,“Valter toma chá ou Abel toma café”., “Abel toma chá e Valter não toma café”.,/questoes-de-concursos/questoes/19b111d2-77
35,error,error,error,error,error,error,/questoes-de-concursos/questoes/0ead5830-77
36," A contrapositiva da condicional “Se não chove, então ocorre o jogo de futebol no parque” será dada por ","“Se ocorre o jogo de futebol no parque, então chove”.","“Se não ocorre o jogo de futebol no parque, então chove”. ","“Se não ocorre o jogo de futebol no parque, então não chove”.","“Se chove, então ocorre o jogo de futebol no parque”.","“Se não chove, então não ocorre o jogo de futebol no parque”.",/questoes-de-concursos/questoes/c06d381c-74
37," A negação da proposição composta condicional “Se o carro é novo, então está em boa condição de uso” será dada por ",“O carro não é novo ou não está em boa condição de uso”.,“O carro não é novo e está em boa condição de uso”.,“O carro é novo e está em boa condição de uso”.,“O carro é novo e não está em boa condição de uso”.,“O carro está em boa condição de uso e é novo”.,/questoes-de-concursos/questoes/ba9e5620-74
38,none,none,none,none,none,none,/questoes-de-concursos/questoes/0f3be8b4-74
39,none,none,none,none,none,none,/questoes-de-concursos/questoes/50eb9fe9-74
40,none,none,none,none,none,none,/questoes-de-concursos/questoes/b761cd99-73
41,none,none,none,none,none,none,/questoes-de-concursos/questoes/96a66569-73
42," Uma negação lógica para a afirmação “Se Carlos faz o que gosta, então ele é feliz” é: ",Carlos faz o que gosta e não é feliz.,Carlos não faz o que gosta e é feliz.,"Se Carlos não faz o que gosta, então ele não é feliz.","Se Carlos não é feliz, então ele não faz o que gosta.","Se Carlos faz o que gosta, então ele não é feliz.",/questoes-de-concursos/questoes/58a90c9c-71
43,error,Hoje eu não como feijão com arroz e me chamo Francisco.,"Se hoje eu como feijão com arroz, então eu me chamo Francisco.",Hoje eu como feijão com arroz e não me chamo Francisco.,"Se hoje eu não como feijão com arroz, então eu não me chamo Francisco.","Se eu não me chamo Francisco, então hoje eu como feijão com arroz.",/questoes-de-concursos/questoes/8922e10d-6f
44," Considere a afirmação: Se fiz a prova correndo, então não me saí muito bem. A negação lógica dessa afirmação é:  ","Se não fiz prova correndo, então me saí muito bem.","Se me saí muito bem, então não fiz a prova correndo.",Fiz a prova correndo e me saí muito bem,Não fiz a prova correndo e não me saí muito bem.,Não fiz a prova correndo ou me saí muito bem.,/questoes-de-concursos/questoes/891d75cf-6f
45," Uma afirmação equivalente a: “Os cantadores da madrugada saíram hoje ou eu não ouço bem”, é ",Os cantadores da madrugada não saíram hoje ou eu ouço bem.,Os cantadores da madrugada não saíram hoje e eu ouço bem.,"Se os cantadores da madrugada não saíram hoje, então eu não ouço bem.","Se os cantadores da madrugada saíram hoje, então eu não ouço bem.",Os cantadores da madrugada saíram hoje e eu ouço bem.,/questoes-de-concursos/questoes/d84a3732-6f
46, A negação da frase “Todos os analistas são inteligentes ou nenhum técnico é capacitado” é dada por ,Nenhum analista é inteligente ou todo técnico é capacitado.,Existe analista que não é inteligente e existe técnico que é capacitado. ,"Se nenhum técnico é capacitado, então todos os analistas são inteligentes.",Existe analista que não é inteligente ou existe algum técnico que não é capacitado.,Não existe analista inteligente ou algum técnico é capacitado.,/questoes-de-concursos/questoes/f357a16c-6f
47," Uma afirmação equivalente a: “Os cantadores da madrugada saíram hoje ou eu não ouço bem”, é ","Se os cantadores da madrugada não saíram hoje, então eu não ouço bem.",Os cantadores da madrugada não saíram hoje ou eu ouço bem.,"Se os cantadores da madrugada saíram hoje, então eu não ouço bem.",Os cantadores da madrugada saíram hoje e eu ouço bem.,Os cantadores da madrugada não saíram hoje e eu ouço bem.,/questoes-de-concursos/questoes/f350ac40-6f
48,none,none,none,none,none,none,/questoes-de-concursos/questoes/82259c61-6f
49," Considere as afirmações a seguir com relação a uma equipe masculina de futebol. I. João é goleiro ou Antônio é atacante. II. Se Marcos é zagueiro, então Antônio é atacante. Sabe-se que a afirmação I é falsa e a afirmação II é verdadeira. Portanto, é possível concluir, corretamente, que ", Marcos é zagueiro e Antônio é atacante. ," se Marcos não é zagueiro, então João é goleiro. ", João é goleiro ou Marcos é zagueiro. , João é goleiro ou Antônio não é atacante. , ou João não é goleiro ou Marcos não é zagueiro. ,/questoes-de-concursos/questoes/84848ddf-6f
50, A NEGAÇÃO da sentença “Todos os lápis são pretos ou nenhuma caneta é azul” é dada por: ,existe lápis que não é preto ou existe caneta que é azul.,existe lápis que não é preto e existe caneta que é azul.,nenhum lápis é preto ou todas as canetas são azuis. ,nenhum lápis é preto e todas as canetas são azuis. ,existe lápis que é preto e existe caneta que é azul.,/questoes-de-concursos/questoes/af930627-6e
51, A negação da frase “Todos os analistas são inteligentes ou nenhum técnico é capacitado” é dada por ,Existe analista que não é inteligente e existe técnico que é capacitado.,"Se nenhum técnico é capacitado, então todos os analistas são inteligentes. ",Existe analista que não é inteligente ou existe algum técnico que não é capacitado.,Não existe analista inteligente ou algum técnico é capacitado.,Nenhum analista é inteligente ou todo técnico é capacitado.,/questoes-de-concursos/questoes/b8de1ee8-6e
52," Uma afirmação equivalente a: “Os cantadores da madrugada saíram hoje ou eu não ouço bem”, é ",Os cantadores da madrugada não saíram hoje ou eu ouço bem. ,"Se os cantadores da madrugada não saíram hoje, então eu não ouço bem.","Se os cantadores da madrugada saíram hoje, então eu não ouço bem.",Os cantadores da madrugada saíram hoje e eu ouço bem. ,Os cantadores da madrugada não saíram hoje e eu ouço bem.,/questoes-de-concursos/questoes/b8d6ad22-6e
53, A negação da frase “Todos os analistas são inteligentes ou nenhum técnico é capacitado” é dada por ,Existe analista que não é inteligente ou existe algum técnico que não é capacitado.,"Se nenhum técnico é capacitado, então todos os analistas são inteligentes. ",Não existe analista inteligente ou algum técnico é capacitado. ,Existe analista que não é inteligente e existe técnico que é capacitado.,Nenhum analista é inteligente ou todo técnico é capacitado.,/questoes-de-concursos/questoes/cf83123c-6e
54," Em um circo, todo trapezista é também malabarista. Sabendo que, nesse circo, se um artista é contorcionista e não é equilibrista, então ele não é malabarista, é correto concluir que se um artista é trapezista, então ele ",é equilibrista ou contorcionista. ,é malabarista e não é equilibrista. ,não é contorcionista nem equilibrista. ,não é malabarista. ,é equilibrista ou não é contorcionista. ,/questoes-de-concursos/questoes/767d29cb-6b
55, A negação da proposição composta “André joga tênis de mesa ou Susana tem dor de dente” é ,André não joga tênis e Susana não tem dor de dente.,André joga tênis e Susana não tem dor de dente. ,André não tem dor de dente e Susana não joga tênis., André não joga tênis e Susana tem dor de dente.,André tem dor de dente e Susana joga tênis. ,/questoes-de-concursos/questoes/00cfda9c-6a
56,none,none,none,none,none,none,/questoes-de-concursos/questoes/b4132cbc-69
57,none,none,none,none,none,none,/questoes-de-concursos/questoes/b41064be-69
58,none,none,none,none,none,none,/questoes-de-concursos/questoes/9d918163-69
59,none,none,none,none,none,none,/questoes-de-concursos/questoes/9d8dd9de-69
60,none,none,none,none,none,none,/questoes-de-concursos/questoes/9d89c968-69
61,none,none,none,none,none,none,/questoes-de-concursos/questoes/ebaff8d8-67
62,error,"um time tem muito dinheiro e bons jogadores, e esse time tem problemas. ","se um time não tem muito dinheiro e não tem bons jogadores, então esse time tem problemas.","se um time não tem muito dinheiro ou não tem bons jogadores, então esse time não tem problemas. ",um time tem problemas e não tem bons jogadores e tem muito dinheiro. ," se um time tem problemas, então esse time não tem muito dinheiro e não tem bons jogadores. ",/questoes-de-concursos/questoes/09f855b8-63
63,none,none,none,none,none,none,/questoes-de-concursos/questoes/9fdacae1-5f
64," Se as providências foram tomadas, então não houve problema. Uma afirmação que é logicamente equivalente a essa é: ",As providências foram tomadas e não houve problema.,"Se houve problema, então as providências não foram tomadas.",Houve problema ou as providências não foram tomadas. ,"Se as providências não foram tomadas, então houve problema. ",As providências não foram tomadas e houve problema.,/questoes-de-concursos/questoes/17639d4a-5f
65, Os carregadores trouxeram o armário e o instalador não chegou. A negação lógica dessa afirmação é: ,"se os carregadores não trouxeram o armário, então o instalador chegou.",os carregadores não trouxeram o armário e o instalador chegou.,"se o instalador não chegou, então os carregadores não trouxeram o armário.",os carregadores não trouxeram o armário ou o instalador chegou.,os carregadores trouxeram o armário ou o instalador não chegou.,/questoes-de-concursos/questoes/175b9233-5f
66, Uma afirmação equivalente à afirmação “As calçadas estão sujas ou os varredores fizeram o serviço” é:    ,"As calçadas estão limpas, e os varredores fizeram o serviço.","Se os varredores fizeram o serviço, então as calçadas não estão sujas.","Se as calçadas não estão sujas, então os varredores fizeram o serviço.","Os varredores não fizeram o serviço, e as calçadas estão sujas.","As calçadas estão sujas, e os varredores fizeram o serviço.",/questoes-de-concursos/questoes/367beb52-5d
67," A negação lógica da afirmação “Os cachorros estão dóceis, e os gatos não estão agitados” é:  ",Os cachorros não estão dóceis ou os gatos estão agitados. ,Os cachorros não estão dóceis ou os gatos não estão agitados.,"Os cachorros não estão dóceis, e os gatos estão agitados.","Os cachorros estão agitados, e os gatos estão dóceis.",Os cachorros estão agitados ou os gatos estão dóceis.,/questoes-de-concursos/questoes/3674daeb-5d
68,none,none,none,none,none,none,/questoes-de-concursos/questoes/ff94a12d-5d
69,none,none,none,none,none,none,/questoes-de-concursos/questoes/ff90b5b6-5d
70,none,none,none,none,none,none,/questoes-de-concursos/questoes/ff8d9c6f-5d
71, A negação de uma afirmação é uma ferramenta importante em várias áreas. Vamos supor que seja necessário fazer a negação lógica da seguinte afirmação: Todos os envolvidos são culpados e devem ser punidos. Uma das possibilidades está contida na alternativa: ,Existe envolvido inocente e que não deve ser punido.,Nenhum dos envolvidos é culpado ou deve ser punido.,Existe envolvido que não é culpado ou que não deve ser punido. ,Todos os envolvidos não são culpados e não devem ser punidos.,Nenhum dos envolvidos não é culpado ou não deve ser punido.,/questoes-de-concursos/questoes/8886ac6e-5c
72,error,Nenhum homem carrega todas suas malas. ,Todos os homens carregam apenas uma de suas malas. ,Pelo menos um homem não carrega nenhuma de suas malas. ,Todos os homens não carregam nenhuma de suas malas. ,Pelo menos um homem não carrega todas suas malas. ,/questoes-de-concursos/questoes/aaa0794b-5b
73,error,Todos os homens carregam apenas uma de suas malas. ,Pelo menos um homem não carrega nenhuma de suas malas. , Todos os homens não carregam nenhuma de suas malas. ,Pelo menos um homem não carrega todas suas malas. ,Nenhum homem carrega todas suas malas.,/questoes-de-concursos/questoes/d33a8a77-5b
74," Dada a sentença   ""Ou Camila é médica ou Ana é dentista.""  Assinale a alternativa que apresenta a negação das proposições anteriores. ",Camila não é médica e Ana não é dentista,Camila não é médica ou Ana não é dentista,Se Camila não é médica então Ana não é dentista,Camila é médica se e somente se Ana é dentista,Se Camila é médica então Ana é dentista ,/questoes-de-concursos/questoes/d9462d55-58
75, Considere a proposição:  “Todo pesquisador é estudioso.”  Assinale a alternativa que não apresenta uma negação da proposição anterior. ,Existe algum pesquisador que não é estudioso,Algum pesquisador não é estudioso,Pelo menos um pesquisador não é estudioso,Existe pesquisador que não é estudioso,Nenhum pesquisador é estudioso,/questoes-de-concursos/questoes/95a05f7b-56
76," Observe a disjunção: “Marcelo não gosta de futebol ou Bruno não gosta de natação”, assinale a alternativa correta que apresenta a negação dessa disjunção. ",Marcelo gosta de futebol e Bruno não gosta de natação,Marcelo gosta de futebol se e somente se Bruno gosta de natação,Ou Marcelo gosta de futebol ou Bruno gosta de natação,Marcelo gosta de futebol e Bruno gosta de natação,Marcelo não gosta de futebol e Bruno não gosta de natação,/questoes-de-concursos/questoes/9596c0cc-56
77," Analise as sentenças a seguir, verificando quais resultam em valores lógicos verdadeiros e quais resultam em valores lógicos falsos. Considere que os símbolos → e ↔ representam os operadores lógicos ""se...então"" e ""se e somente se"", respectivamente.  ( ) A probabilidade de se escolher, ao acaso, um número maior que 6 no conjunto A = {2,5,8,25,1,12} é de 50%. ( ) A negação da negação de uma proposição, resulta na própria proposição. ( ) (5 – 2 = 2) → (5 + 2 = 8). ( ) ( √169 &gt √225 ) ↔ (4 &gt 3).  De acordo com as sentenças apresentadas, assinale a alternativa que apresenta a sequência correta de cima para baixo dos valores lógicos das proposições. ","V, F, F, V","F, V, F, V","V, V, V, F","F, V, V, F ","V, V, F, V",/questoes-de-concursos/questoes/82fdabeb-56
78," Considere a seguinte proposição: “Se um profissional da tecnologia não se aprimorar, então ele não irá conseguir acompanhar todos os avanços tecnológicos.”. Qual é a proposição logicamente equivalente a essa? "," “Se um profissional da tecnologia conseguir acompanhar todos os avanços tecnológicos, então ele se aprimorou”. "," “Se um profissional da tecnologia se aprimorar, então ele irá conseguir acompanhar todos os avanços tecnológicos”. "," “Se um profissional da tecnologia conseguir acompanhar todos os avanços tecnológicos, então ele não se aprimorou”. "," “Se um profissional da tecnologia não se aprimorar, então ele irá conseguir acompanhar todos os avanços tecnológicos”. "," “Se um profissional da tecnologia não conseguir acompanhar todos os avanços tecnológicos, então ele não se aprimorou”. ",/questoes-de-concursos/questoes/16869c67-52
79,none,none,none,none,none,none,/questoes-de-concursos/questoes/55607703-50
80,none,none,none,none,none,none,/questoes-de-concursos/questoes/2950602f-50
81," Quando dizemos que não é verdade que “Pedro é médico e Marcos não é alto”, é logicamente equivalente a dizer que é verdade que ","“Se Pedro não é médico, então Marcos não é alto”.","“Se Pedro não é médico, então Marcos é alto”.",“Pedro é médico ou Marcos é alto”.,“Pedro não é médico e Marcos é alto”.,“Pedro não é médico ou Marcos é alto”.,/questoes-de-concursos/questoes/34c41e06-4f
82," Quando afirmamos que “Joaquim não é prefeito ou Humberto é mineiro” é, do ponto de vista lógico, o mesmo que afirmarmos que ","“Se Joaquim não é prefeito, então Humberto é mineiro”.","“Se Joaquim é prefeito, então Humberto é mineiro”.","“Se Joaquim é prefeito, então Humberto não é mineiro”.","“Se Joaquim não é prefeito, então Humberto não é mineiro”.","“Se Humberto é mineiro, então Joaquim é prefeito”.",/questoes-de-concursos/questoes/34b49aaf-4f
83," Assinale a alternativa que apresenta uma afirmação logicamente equivalente à seguinte sentença: “Se aprendi a dirigir um automóvel, então sou aprovado no curso de motorista”. ",“Aprendi a dirigir um automóvel e sou aprovado no curso de motorista”.,"“Se aprendi a dirigir um automóvel, então não sou aprovado no curso de motorista”."," “Se não aprendi a dirigir um automóvel, então não sou aprovado no curso de motorista”. ",“Aprendi a dirigir um automóvel e não sou aprovado no curso de motorista”.," “Se não sou aprovado no curso de motorista, então não aprendi a dirigir um automóvel”. ",/questoes-de-concursos/questoes/34b135ee-4f
84,none,none,none,none,none,none,/questoes-de-concursos/questoes/93497ff9-4f
85," Quando afirmamos que “Lara não é professora ou Larissa é casada” é, do ponto de vista lógico, o mesmo que afirmarmos que ","“Se Lara é professora, então Larissa é casada”.","“Se Larissa é casada, então Lara é professora”.","“Se Lara não é professora, então Larissa é casada”.","“Se Lara é professora, então Larissa não é casada”.","“Se Lara não é professora, então Larissa não é casada”. ",/questoes-de-concursos/questoes/a5abd548-4f
86," Assinale a alternativa que apresenta uma afirmação logicamente equivalente à seguinte sentença: “Se comprei o livro de Cálculo, então ganho um ponto extra em Matemática”. ","“Se não comprei o livro de Cálculo, então não ganho um ponto extra em Matemática”.","“Se não ganho um ponto extra em Matemática, então não comprei o livro de Cálculo”.",“Comprei o livro de Cálculo e ganho um ponto extra em Matemática”.,"“Se comprei o livro de Cálculo, então não ganho um ponto extra em Matemática”.",“Comprei o livro de Cálculo ou não ganho um ponto extra em Matemática”.,/questoes-de-concursos/questoes/a5a7eb95-4f
87,none,none,none,none,none,none,/questoes-de-concursos/questoes/8125dcf3-4d
88,none,none,none,none,none,none,/questoes-de-concursos/questoes/661716d5-4d
89,none,none,none,none,none,none,/questoes-de-concursos/questoes/4a7349a4-4d
90,none,none,none,none,none,none,/questoes-de-concursos/questoes/4a6fd74f-4d
91,none,none,none,none,none,none,/questoes-de-concursos/questoes/4a5c7e2b-4d
92,none,none,none,none,none,none,/questoes-de-concursos/questoes/4a590ae7-4d
93,none,none,none,none,none,none,/questoes-de-concursos/questoes/5fd926c1-4c
94,none,none,none,none,none,none,/questoes-de-concursos/questoes/48ff87cc-4c
95,none,none,none,none,none,none,/questoes-de-concursos/questoes/48fc2c39-4c
96, Qual das proposições abaixo é logicamente equivalente à proposição: “Se precisamos ser fortes então vamos nos preparar melhor”? ,Se vamos nos preparar melhor então precisamos ser fortes.,Se não vamos nos preparar melhor então precisamos ser fortes.,Se não vamos nos preparar melhor então não precisamos ser fortes.,Se não precisamos ser fortes então não vamos nos preparar melhor.,Se precisamos ser fortes então não vamos nos preparar melhor.,/questoes-de-concursos/questoes/04fec2aa-4c
97, Assinale a alternativa que apresenta a NEGAÇÃO lógica da proposição: “Os 50 primeiros serão atendidos hoje e os demais devem retornar amanhã”. ,Os 50 primeiros não serão atendidos hoje ou os demais não devem retornar amanhã.,Os 50 primeiros não serão atendidos hoje e os demais não devem retornar amanhã.,Os 50 primeiros serão atendidos hoje ou os demais devem retornar amanhã.,Os 50 primeiros não serão atendidos hoje e os demais devem retornar amanhã.,Os 50 primeiros serão atendidos hoje ou os demais não devem retornar amanhã.,/questoes-de-concursos/questoes/04fafa63-4c
98,none,none,none,none,none,none,/questoes-de-concursos/questoes/00fa35a7-4c
99,error,Fabiane,Aline,Dandara,Juliana,Márcia,/questoes-de-concursos/questoes/71af9229-4c
0,none,none,none,none,none,none,/questoes-de-concursos/questoes/af72bd38-3a
1,none,none,none,none,none,none,/questoes-de-concursos/questoes/af6677fa-3a
2,none,none,none,none,none,none,/questoes-de-concursos/questoes/af62f109-3a
3,none,none,none,none,none,none,/questoes-de-concursos/questoes/af5a8ae3-3a
4, Considere a sentença: “Paulo é torcedor do Nacional ou Débora não é torcedora do Fast”. A negação lógica dessa sentença é ,Paulo não é torcedor do Nacional ou Débora não é torcedora do Fast. ,Paulo não é torcedor do Nacional ou Débora é torcedora do Fast., Paulo não é torcedor do Nacional e Débora não é torcedora do Fast.,Paulo não é torcedor do Nacional e Débora é torcedora do Fast.,Paulo é torcedor do Nacional ou Débora é torcedora do Fast.,/questoes-de-concursos/questoes/97095657-34
5,none,none,none,none,none,none,/questoes-de-concursos/questoes/4fe1d76a-70
6," Considere as proposições: p: O defeito do computador é de hardware. q: O defeito do computador é de software. A negação da proposição “O defeito do computador é hardware ou não é software"" na forma simbólica usando p e q é ",¬ p ∧ ¬ q,¬ p∨ ¬ q,¬ (p∨ q),¬ (p ∧ q),¬ (p∨ ¬ q),/questoes-de-concursos/questoes/692f30bf-70
7, A negação de “Todas as tortas são doces” é ,“Nenhuma torta é doce”.,“Existe torta que não é doce”.,“Existe apenas uma torta doce”.,“Existe apenas uma torta que não é doce”.,“Todas as tortas são salgadas”.,/questoes-de-concursos/questoes/9bad2d37-70
8," Sendo verdadeira a afirmação a seguir: “Carlos está lecionando ou Carlos usa sandália e bermuda."" Conclui-se, logicamente, que: ","Se Carlos está de sapatos, então Carlos está lecionando.","Se Carlos está de sandália e bermuda, então Carlos não está lecionando.",Ou Carlos leciona ou Carlos usa bermuda.,Carlos leciona e Carlos usa sandália ou bermuda.,Carlos não leciona quando está de sapatos.,/questoes-de-concursos/questoes/3a24162d-6f
9, A negação da proposição “Todo homem é forte” é ,“nenhum homem é forte”.,“algum homem é forte”.,“nenhum homem é fraco”.,“algum homem não é forte”.,“todo homem é fraco”.,/questoes-de-concursos/questoes/f0e15975-6d
10,error,~ p v ~ q.,~ p v q.,~ q ∧ p.,q ∧ p.,error,/questoes-de-concursos/questoes/ea95487a-6a
11,none,none,none,none,none,none,/questoes-de-concursos/questoes/f8e1b234-69
12,none,none,none,none,none,none,/questoes-de-concursos/questoes/f8d53e25-69
13, Dizer que João é baixo ou que Nestor não é forte é equivalente a dizer que: ,João é baixo e Nestor é forte., Não é verdade que João não é baixo ou Nestor é forte. , Não é verdade que João não é baixo e Nestor é forte. , Não é verdade que João é baixo e Nestor é forte. , Não é verdade que João é baixo ou Nestor é forte. ,/questoes-de-concursos/questoes/5d3c19dc-69
14,none,none,none,none,none,none,/questoes-de-concursos/questoes/908593dc-68
15,none,none,none,none,none,none,/questoes-de-concursos/questoes/e67e97e3-67
16,none,none,none,none,none,none,/questoes-de-concursos/questoes/267d15a5-66
17,none,none,none,none,none,none,/questoes-de-concursos/questoes/13173d1b-62
18,none,none,none,none,none,none,/questoes-de-concursos/questoes/13117f75-62
19,none,none,none,none,none,none,/questoes-de-concursos/questoes/12ff0289-62
20,none,none,none,none,none,none,/questoes-de-concursos/questoes/d1787743-62
21,none,none,none,none,none,none,/questoes-de-concursos/questoes/d16c90fc-62
22, A negação lógica da proposição é:  (∀x &gt 0)(∃n ∈ N) n &gt x é: ,(∃x &gt 0)(∀n ∈ N) n ≤ x.,(∀x ≤ 0)(∃n ∉ N) n ≤ x.,(∃x ≤ 0)(∀n ∈ N) n ≤ x.,(∀x &gt 0)(∃n ∉ N) n ≤ x.,(∀x &gt 0)(∃n ∈ N) n ≤ x.,/questoes-de-concursos/questoes/8b4f1691-61
23," Analisando o seguinte conjunto de premissas: A: Se navegar é preciso, então viver não é preciso B: Se viver não é preciso, então quero para mim o espírito dessa frase C: Não quero para mim o espírito dessa frase É correto concluir que:  ",navegar é preciso.,viver é preciso.,navegar não é preciso.,viver não é preciso.,navegar é preciso e viver não é preciso.,/questoes-de-concursos/questoes/8b2a0aac-61
24," Observando as afirmações: I) Se todo X é igual a Y, então todo Y é igual a X. II) Se todo X é Y e se todo Y é Z, então todo X é Z. III) Se todo A é B e todo C é B, então pode haver A que é C. Pode-se afirmar que são corretas:  ",somente I e III,somente II,somente II e III,todas as afirmações,nenhuma afirmação,/questoes-de-concursos/questoes/ab59d62a-60
25,none,none,none,none,none,none,/questoes-de-concursos/questoes/d79ad639-60
26,none,none,none,none,none,none,/questoes-de-concursos/questoes/d7890a17-60
27," A frase “Se a Terra é um planeta, então não emite luz"" é equivalente a frase:  ",A Terra é um planeta e não emite luz.,A Terra não é um planeta ou não emite luz.,A Terra é um planeta ou não emite luz.,A Terra não é um planeta e não emite luz.,A Terra é um planeta ou emite luz.,/questoes-de-concursos/questoes/d7fa5a47-5f
28,none,none,none,none,none,none,/questoes-de-concursos/questoes/55c8d7d2-5f
29,none,none,none,none,none,none,/questoes-de-concursos/questoes/af42640a-5e
30, A Frase “A Lua é um satélite ou Saturno não é o maior planeta” é equivalente a frase: ,“A Lua é um satélite e Saturno não é o maior planeta”,“A Lua não é um satélite e Saturno é o maior planeta”," “Se a Lua não é um satélite, então Saturno não é o maior planeta” "," “A Lua é um satélite se, e somente se, Saturno não é o maior planeta” "," “Se a Lua é um satélite, então Saturno não é o maior planeta” ",/questoes-de-concursos/questoes/6926fe3c-4d
31," De acordo com a equivalência lógica, a negação da frase “Se Paulo compra um carro, então não paga à vista” é: ",Paulo não compra um carro ou não paga à vista.,Paulo não compra um carro ou paga à vista.,Paulo compra um carro e não paga à vista.,Paulo não compra um carro e paga à vista.,Paulo compra um carro e paga à vista.,/questoes-de-concursos/questoes/68fd9b31-4d
32," A negação da sentença “Se Jessica tirar boa nota na prova, então seu pai lhe dará um presente” é: ",Jessica tirará boa nota na prova e seu pai não lhe dará um presente., Jessica não tirará boa nota na prova e seu pai não lhe dará um presente.,"Se Jessica tirar uma nota ruim, seu pai lhe dará um presente.",Jessica tirará boa nota na prova e seu pai lhe dará um presente.,"Se Jessica não tirará boa nota na prova, então seu pai lhe dará um presente.",/questoes-de-concursos/questoes/a2798087-48
33," Analise a seguinte afirmação: “Fulano é verdadeiro ou Siciliano não é falso” Do ponto de vista lógico, qual das alternativas abaixo equivale a este afirmação: "," Se Siciliano é verdadeiro, então Fulano é verdadeiro.","Se Fulano não é verdadeiro, então Siciliano não é falso.","Se Siciliano não é falso, então Fulano é verdadeiro.","Se Fulano é verdadeiro, então Siciliano não é falso.","Se Fulano não é verdadeiro, então Siciliano é falso.",/questoes-de-concursos/questoes/a273c0f4-48
34, Negar a seguinte frase “Toda mulher é organizada” equivale a qual alternativa: ,Toda mulher desorganizada.,Alguma mulher não é organizada.,Pelo menos uma mulher é organizada.,Todo homem é organizado.,Alguma mulher é organizada.,/questoes-de-concursos/questoes/a26da7c2-48
35," Afirmar que “não é verdade que Godofredo é rápido e Antonio é devagar"" é logicamente equivalente a: ",Godofredo é rápido ou Antonio não é devagar.,"Se Godofredo não é rápido, então Antônio é devagar.",Godofredo não é rápido ou Antônio não é devagar.,"Se Godofredo não é rápido, então Antônio não é devagar.",Godofredo é rápido e Antônio é devagar.,/questoes-de-concursos/questoes/a268181c-48
